,Strain,Contig,ARG,Per.ID,Length,MiMa,Gap,C.Start,C.End,A.Start,A.End,E.val,Bit.Score,Per.Pos
70916,ECOR70,NODE_14,BAC0088|corC|sp|P0A2L3|CORC_SALTY,97.26,292,8,0,36364,37239,1,292,1.13E-178,548,99.66
70811,ECOR70,NODE_14,BAC0115|cutE/lnt|sp|P23930|LNT_ECOLI,98.438,512,8,0,37267,38802,1,512,0,929,99.02
8126,ECOR70,NODE_14,BAC0244|mexT|tr|O87785|O87785_PSEAI,45.455,66,36,0,91279,91476,2,67,1.67E-13,72.8,71.21
71012,ECOR70,NODE_14,BAC0164|fecE|sp|P15031|FECE_ECOLI,49.206,252,127,1,108712,109467,3,253,5.17E-69,232,67.06
54287,ECOR70,NODE_15,BAC0219|mdtM/yjiO|sp|P39386|MDTM_ECOLI,100,410,0,0,53705,54934,410,1,0,812,100
54331,ECOR70,NODE_15,BAC0505|farR|tr|Q7DD70|Q7DD70_NEIMB,57.025,121,52,0,94005,94367,7,127,1.23E-42,152,76.86
58234,ECOR70,NODE_16,BAC0039|baeR|sp|P69228|BAER_ECOLI,37.447,235,137,3,30724,31422,12,238,7.28E-41,150,60
58983,ECOR70,NODE_16,BAC0531|phoR|tr|C4X6T5|C4X6T5_KLEPN,42.373,59,32,1,32535,32711,415,471,6.50E-05,46.6,61.02
58703,ECOR70,NODE_16,BAC0311|pgpA/ltpgpA|sp|P21441|MDR_LEITA,35.556,45,27,1,84993,85121,1330,1286,0.45,34.3,60
58912,ECOR70,NODE_16,BAC0433|ybtQ|tr|Q9Z375|Q9Z375_YERPE,35.088,57,35,1,85446,85610,538,482,0.013,38.9,71.93
62077,ECOR70,NODE_17,BAC0379|tbtA|tr|Q71UZ7|Q71UZ7_PSEST,38,50,31,0,8285,8434,67,116,0.008,39.7,68
61972,ECOR70,NODE_17,BAC0177|gadX|sp|P37639|GADX_ECOLI,35.135,74,45,2,25968,26186,241,170,1.40E-05,47.8,60.81
61005,ECOR70,NODE_17,BAC0273|nikD|sp|P33593|NIKD_ECOLI,39.766,171,100,1,57112,57624,76,243,8.08E-26,107,60.23
60882,ECOR70,NODE_17,BAC0172|gadA|sp|P69908|DCEA_ECOLI,100,110,0,0,94627,94956,1,110,5.08E-66,231,100
60504,ECOR70,NODE_18,BAC0175|gadE/yhiE|sp|P63204|GADE_ECOLI,31.111,45,31,0,6316,6450,116,160,5.4,29.6,60
60428,ECOR70,NODE_18,BAC0367|smvA/emrB|sp|D0ZXQ3|SMVA_SALT1,46.667,45,24,0,19029,19163,62,106,0.67,33.5,60
60491,ECOR70,NODE_18,BAC0281|nmtR|sp|O69711|NMTR_MYCTU,39.535,43,25,1,58477,58605,47,88,4.4,29.3,62.79
26382,ECOR70,NODE_19,BAC0177|gadX|sp|P37639|GADX_ECOLI,98.54,274,4,0,466,1287,1,274,1.62E-172,529,98.91
26562,ECOR70,NODE_19,BAC0176|gadW/yhiW|sp|P63201|GADW_ECOLI,99.174,242,2,0,1658,2383,1,242,1.17E-161,496,99.59
25964,ECOR70,NODE_19,BAC0214|mdtF/yhiV|sp|P37637|MDTF_ECOLI,99.711,1037,3,0,2752,5862,1037,1,0,1949,99.81
26232,ECOR70,NODE_19,BAC0213|mdtE/yhiU|sp|P37636|MDTE_ECOLI,99.74,385,1,0,5890,7044,385,1,0,776,99.74
26704,ECOR70,NODE_19,BAC0175|gadE/yhiE|sp|P63204|GADE_ECOLI,100,175,0,0,7386,7910,175,1,6.27E-113,354,100
27561,ECOR70,NODE_19,BAC0185|hdeA/yhiB|sp|P0AES9|HDEA_ECOLI,100,78,0,0,9632,9865,33,110,3.81E-46,160,100
27153,ECOR70,NODE_19,BAC0186|hdeB/yhiC|sp|P0AET2|HDEB_ECOLI,100,108,0,0,9984,10307,1,108,3.94E-69,226,100
26911,ECOR70,NODE_19,BAC0584|arsC|sp|O50595|ARSC_ACIMA,92.908,141,10,0,14413,14835,141,1,1.39E-85,274,97.87
26254,ECOR70,NODE_19,BAC0578|arsB|tr|O50594|O50594_ACIMU,93.706,429,27,0,14851,16137,429,1,0,700,97.2
27084,ECOR70,NODE_19,BAC0594|arsR|sp|P37309|ARSR_ECOLI,100,117,0,0,16194,16544,117,1,4.49E-73,237,100
26164,ECOR70,NODE_19,BAC0312|pitA|sp|P0AFJ7|PITA_ECOLI,100,474,0,0,25762,27183,499,26,0,925,100
29544,ECOR70,NODE_19,BAC0528|vexC|tr|Q9KR86|Q9KR86_VIBCH,44.186,43,23,1,34399,34524,61,103,0.012,38.9,72.09
27075,ECOR70,NODE_19,BAC0275|nikR|sp|P0A6Z6|NIKR_ECOLI,100,133,0,0,40018,40416,133,1,4.41E-73,238,100
26404,ECOR70,NODE_19,BAC0274|nikE|sp|P33594|NIKE_ECOLI,98.069,259,5,0,40452,41228,259,1,6.06E-168,516,99.61
26482,ECOR70,NODE_19,BAC0273|nikD|sp|P33593|NIKD_ECOLI,99.606,254,1,0,41228,41989,254,1,6.49E-166,509,99.61
26585,ECOR70,NODE_19,BAC0272|nikC|sp|P0AFA9|NIKC_ECOLI,99.639,277,1,0,41992,42822,277,1,1.38E-157,486,100
26375,ECOR70,NODE_19,BAC0271|nikB|sp|P33591|NIKB_ECOLI,100,314,0,0,42822,43763,314,1,0,628,100
26102,ECOR70,NODE_19,BAC0270|nikA|sp|P33590|NIKA_ECOLI,99.618,524,2,0,43766,45337,524,1,0,1078,99.62
26001,ECOR70,NODE_19,BAC0461|zntA/yhhO|sp|P37617|ATZN_ECOLI,98.897,725,8,0,50379,52553,725,1,0,1291,99.72
27274,ECOR70,NODE_19,BAC0604|wtpC|sp|Q8U4K3|WTPC_PYRFU,39.373,287,163,4,70590,71450,2,277,1.45E-57,202,63.07
49605,ECOR70,NODE_2,BAC0451|yodD|sp|P64519|YODD_ECOLI,100,75,0,0,7765,7989,75,1,4.10E-43,152,100
50573,ECOR70,NODE_2,BAC0154|evgA|sp|P0ACZ4|EVGA_ECOLI,32.075,53,36,0,8441,8599,195,143,5.1,32,60.38
49614,ECOR70,NODE_2,BAC0497|pfr|sp|P52093|FTN_HELPY,44.872,156,86,0,68237,68704,156,1,8.84E-41,149,65.38
52982,ECOR70,NODE_2,BAC0533|cpxR|tr|C4WZK6|C4WZK6_KLEPN,43.396,53,26,2,88311,88466,52,101,0.02,39.3,66.04
49416,ECOR70,NODE_2,BAC0114|cutC|sp|P67826|CUTC_ECOLI,100,248,0,0,97378,98121,1,248,3.85E-166,511,100
49493,ECOR70,NODE_2,BAC0355|ruvB|sp|Q51426|RUVB_PSEAE,72.239,335,92,1,111288,112289,1,335,3.64E-154,482,84.48
49512,ECOR70,NODE_2,BAC0464|znuB/yebI|sp|P39832|ZNUB_ECOLI,99.617,261,1,0,112642,113424,261,1,5.62E-125,394,99.62
49421,ECOR70,NODE_2,BAC0465|znuC/yebM|sp|P0A9X1|ZNUC_ECOLI,100,251,0,0,113424,114176,251,1,4.50E-163,503,100
49403,ECOR70,NODE_2,BAC0463|znuA/yebL|sp|P39172|ZNUA_ECOLI,99.355,310,2,0,114255,115184,1,310,0,564,99.68
49543,ECOR70,NODE_2,BAC0252|mntP/yebN|sp|P76264|MNTP_ECOLI,100,188,0,0,150585,151148,188,1,5.24E-106,337,100
49394,ECOR70,NODE_2,BAC0218|mdtK/ydhE|sp|P37340|MDTK_ECOLI,99.562,457,2,0,312046,313416,457,1,0,796,99.78
49524,ECOR70,NODE_2,BAC0707|sodB|sp|P0AGD3|SODF_ECOLI,100,187,0,0,321008,321568,187,1,3.05E-111,352,100
33832,ECOR70,NODE_20,BAC0086|corA|sp|P0ABI4|CORA_ECOLI,100,316,0,0,32920,33867,316,1,0,624,100
34064,ECOR70,NODE_20,BAC0090|corR/coaR|tr|H0P0Y2|H0P0Y2_9SYNC,34.694,49,31,1,84041,84184,175,223,6.2,30,65.31
40194,ECOR70,NODE_21,BAC0136|dsbA|sp|P0AEG4|DSBA_ECOLI,100,208,0,0,2693,3316,1,208,4.07E-139,430,100
40233,ECOR70,NODE_21,BAC0089|corR|tr|Q1D6V8|Q1D6V8_MYXXD,47.545,387,198,3,13361,14509,389,4,5.22E-100,329,63.82
40205,ECOR70,NODE_21,BAC0368|sodA|sp|P00448|SODM_ECOLI,99.492,197,1,0,59716,60306,1,197,5.79E-132,410,100
40144,ECOR70,NODE_21,BAC0532|cpxA|tr|C4WZK5|C4WZK5_KLEPN,94.748,457,24,0,62511,63881,457,1,0,809,98.03
40213,ECOR70,NODE_21,BAC0533|cpxR|tr|C4WZK6|C4WZK6_KLEPN,94.828,232,12,0,63881,64576,232,1,3.10E-123,386,97.41
40164,ECOR70,NODE_21,BAC0167|fieF/yiip|sp|P69380|FIEF_ECOLI,100,300,0,0,65375,66274,1,300,0,574,100
40177,ECOR70,NODE_21,BAC0181|glpF|sp|P0AER0|GLPF_ECOLI,100,281,0,0,76153,76995,281,1,2.36E-170,523,100
43852,ECOR70,NODE_22,BAC0529|kpnO|tr|C4XBC3|C4XBC3_KLEPN,69.048,378,103,6,4588,5718,365,1,2.19E-150,470,81.22
43843,ECOR70,NODE_22,BAC0384|tehA|sp|P25396|TEHA_ECOLI,99.091,330,3,0,58226,59215,1,330,0,616,99.7
43874,ECOR70,NODE_22,BAC0385|tehB|sp|P25397|TEHB_ECOLI,100,197,0,0,59215,59805,1,197,9.93E-132,409,100
43886,ECOR70,NODE_22,BAC0604|wtpC|sp|Q8U4K3|WTPC_PYRFU,42.083,240,138,1,70460,71179,2,240,4.14E-44,163,64.58
62552,ECOR70,NODE_23,BAC0173|gadB|sp|P69910|DCEB_ECOLI,99.091,110,1,0,3,332,110,1,1.63E-65,229,100
62512,ECOR70,NODE_23,BAC0437|ydeO|sp|P76135|YDEO_ECOLI,98.814,253,3,0,11214,11972,253,1,3.52E-165,507,99.21
62505,ECOR70,NODE_23,BAC0438|ydeP|sp|P77561|YDEP_ECOLI,99.868,759,1,0,12495,14771,759,1,0,1538,100
62522,ECOR70,NODE_23,BAC0561|marR|sp|P27245|MARR_ECOLI,97.917,144,3,0,51091,51522,1,144,2.81E-90,287,99.31
62531,ECOR70,NODE_23,BAC0560|marA|sp|P0ACH5|MARA_ECOLI,99.213,127,1,0,51545,51925,1,127,1.55E-82,265,100
62543,ECOR70,NODE_23,BAC0436|ydeI|sp|P31130|YDEI_ECOLI,99.231,130,1,0,62327,62716,130,1,3.41E-82,264,99.23
48222,ECOR70,NODE_24,BAC0125|czcR|sp|Q44006|CZCR_RALME,55.76,217,95,1,1740,2387,217,1,1.02E-77,255,76.5
48213,ECOR70,NODE_24,BAC0457|zinT/yodA|sp|P76344|ZINT_ECOLI,97.549,204,5,0,4939,5550,1,204,1.14E-128,400,99.02
48162,ECOR70,NODE_24,BAC0432|ybtP|tr|Q9R7V3|Q9R7V3_YERPE,99.5,600,3,0,13083,14882,600,1,0,1117,99.5
48202,ECOR70,NODE_24,BAC0146|emmdR|tr|D5CJ69|D5CJ69_ENTCC,81.838,457,83,0,47110,48480,459,3,0,661,91.03
30314,ECOR70,NODE_25,BAC0195|ibpB|sp|P0C058|IBPB_ECOLI,36.957,46,25,2,55959,56087,82,38,1.4,30.4,63.04
70052,ECOR70,NODE_26,BAC0465|znuC/yebM|sp|P0A9X1|ZNUC_ECOLI,40.625,64,38,0,22593,22784,79,16,3.91E-08,54.3,65.62
69482,ECOR70,NODE_26,BAC0334|robA|sp|P0ACI0|ROB_ECOLI,100,289,0,0,26757,27623,289,1,0,602,100
69504,ECOR70,NODE_26,BAC0596|baeR|tr|D0ZNE3|D0ZNE3_SALT1,42.222,225,117,3,28335,28991,13,230,2.49E-48,171,62.22
69522,ECOR70,NODE_26,BAC0039|baeR|sp|P69228|BAER_ECOLI,42.667,225,116,3,28335,28991,13,230,3.14E-48,171,62.22
17104,ECOR70,NODE_27,BAC0290|opmD/nmpC|sp|P37592|OMPD_SALTY,83.284,341,51,2,5709,6716,23,362,0,568,89.44
24100,ECOR70,NODE_27,BAC0150|emrE/mvrC|sp|P23895|EMRE_ECOLI,99.091,110,1,0,12603,12932,110,1,6.36E-67,219,100
14103,ECOR70,NODE_27,BAC0611|modC|sp|P09833|MODC_ECOLI,100,352,0,0,33226,34281,352,1,0,674,100
22100,ECOR70,NODE_27,BAC0610|modB|sp|P0AF01|MODB_ECOLI,100,229,0,0,34287,34973,229,1,2.43E-105,334,100
18100,ECOR70,NODE_27,BAC0609|modA|sp|P37329|MODA_ECOLI,98.444,257,4,0,34976,35746,257,1,2.01E-166,510,98.83
20100,ECOR70,NODE_27,BAC0608|modE|sp|P0A9G8|MODE_ECOLI,99.237,262,2,0,36191,36976,1,262,1.60E-149,462,100
7825,ECOR70,NODE_27,BAC0433|ybtQ|tr|Q9Z375|Q9Z375_YERPE,36.17,47,30,0,38250,38390,482,528,2,30.8,63.83
19100,ECOR70,NODE_27,BAC0459|zitB/ybgR|sp|P75757|ZITB_ECOLI,99.674,307,1,0,46015,46935,1,307,2.23E-152,473,99.67
53412,ECOR70,NODE_28,BAC0536|oxyRkp|tr|C4WZN6|C4WZN6_KLEPN,96.066,305,12,0,35756,36670,1,305,0,602,97.7
53684,ECOR70,NODE_28,BAC0011|acrR/ybaH|sp|P0ACS9|ACRR_ECOLI,32.075,53,35,1,38405,38563,7,58,0.056,35,66.04
15610,ECOR70,NODE_3,BAC0010|acrF/envD|sp|P24181|ACRF_ECOLI,99.516,1034,5,0,5618,8719,1034,1,0,1981,99.71
18713,ECOR70,NODE_3,BAC0009|acrE/envC|sp|P24180|ACRE_ECOLI,100,385,0,0,8734,9888,385,1,0,704,100
45414,ECOR70,NODE_3,BAC0416|ttgW|sp|Q93PU7|TTGW_PSEPT,49.153,59,30,0,10287,10463,1,59,1.00E-11,64.7,66.1
46910,ECOR70,NODE_3,BAC0467|zraR/hydH|sp|P14375|ZRAR_ECOLI,42.5,40,23,0,12200,12319,441,402,2.3,33.5,62.5
29711,ECOR70,NODE_3,BAC0446|yhcN|sp|P64614|YHCN_ECOLI,98.851,87,1,0,37674,37934,87,1,3.95E-38,138,100
19410,ECOR70,NODE_3,BAC0452|yqjH|sp|Q46871|YQJH_ECOLI,98.819,254,3,0,207374,208135,1,254,2.55E-169,521,99.21
24212,ECOR70,NODE_3,BAC0335|rpoS|sp|P35540|RPOS_SHIFL,42.105,247,140,1,209022,209762,314,71,1.68E-59,209,66.8
19610,ECOR70,NODE_3,BAC0469|zupT/ygiE|sp|P0A8H3|ZUPT_ECOLI,100,257,0,0,239115,239885,257,1,1.21E-139,436,100
17712,ECOR70,NODE_3,BAC0393|tolC|sp|P02930|TOLC_ECOLI,100,468,0,0,242857,244260,488,21,0,908,100
24713,ECOR70,NODE_3,BAC0487|pmrA|sp|Q70FH0|PMRA_PECSS,43.981,216,121,0,259656,260303,216,1,3.60E-53,186,67.13
23610,ECOR70,NODE_3,BAC0445|ygiW|sp|P0ADU5|YGIW_ECOLI,100,129,0,0,260455,260841,1,129,5.02E-81,262,100
18514,ECOR70,NODE_3,BAC0312|pitA|sp|P0AFJ7|PITA_ECOLI,80.962,499,95,0,293764,295260,1,499,0,712,89.98
43033,ECOR70,NODE_31,BAC0174|gadC/xasA|sp|P63235|GADC_ECOLI,100,511,0,0,252,1784,1,511,0,880,100
43044,ECOR70,NODE_31,BAC0435|yddg/emrE|sp|D0ZXP9|YDDG_SALT1,85.959,292,41,0,23585,24460,1,292,3.17E-148,459,92.47
43103,ECOR70,NODE_31,BAC0290|opmD/nmpC|sp|P37592|OMPD_SALTY,76.136,88,21,0,24725,24988,1,88,4.53E-35,136,82.95
43523,ECOR70,NODE_31,BAC0710|arrB|AAQ01673|,36.364,44,26,1,31915,32046,2,43,0.013,37,61.36
56627,ECOR70,NODE_32,BAC0217|mdtJ/ebrB/ydgF|sp|Q3Z1V3|MDTJ_SHISS,99.174,121,1,0,13312,13674,1,121,4.51E-71,231,99.17
76251,ECOR70,NODE_33,BAC0355|ruvB|sp|Q51426|RUVB_PSEAE,35.714,42,26,1,1673,1795,84,125,3.3,29.6,64.29
7615,ECOR70,NODE_33,BAC0398|triC|tr|Q663E8|Q663E8_YERPS,43.355,918,512,5,21881,24622,914,1,0,754,61.76
7617,ECOR70,NODE_33,BAC0396|triA|tr|Q663F0|Q663F0_YERPS,51.445,173,71,3,25044,25562,160,1,6.13E-51,176,65.9
55103,ECOR70,NODE_34,BAC0048|bfrA|sp|P63697|BFR_MYCTU,44.966,149,82,0,3546,3992,1,149,5.44E-35,129,62.42
55091,ECOR70,NODE_34,BAC0462|zntR/yhdM|sp|P0ACS5|ZNTR_ECOLI,100,141,0,0,31141,31563,1,141,1.37E-90,287,100
33552,ECOR70,NODE_35,BAC0290|opmD/nmpC|sp|P37592|OMPD_SALTY,61.749,366,121,6,15519,16571,1,362,7.13E-138,432,72.68
72831,ECOR70,NODE_37,BAC0467|zraR/hydH|sp|P14375|ZRAR_ECOLI,99.773,441,1,0,3290,4612,441,1,0,848,99.77
72845,ECOR70,NODE_37,BAC0468|zraS/hydG|sp|P14377|ZRAS_ECOLI,85.591,465,60,2,4612,5985,465,1,0,677,89.68
72874,ECOR70,NODE_37,BAC0466|zraP|sp|Q9L9I0|ZRAP_SALTY,64.228,123,40,2,6223,6579,1,123,9.23E-39,139,82.11
73282,ECOR70,NODE_37,BAC0395|trgB|tr|O07841|O07841_RHOSH,43.902,41,22,1,10418,10540,287,248,0.93,31.2,60.98
9282,ECOR70,NODE_38,BAC0417|vcaM|tr|Q9KKV4|Q9KKV4_VIBCH,38.819,237,134,4,6840,7535,360,590,1.05E-38,152,64.14
45104,ECOR70,NODE_39,BAC0107|cusA/ybdE|sp|P38054|CUSA_ECOLI,99.904,1047,1,0,6228,9368,1047,1,0,2045,100
45143,ECOR70,NODE_39,BAC0108|cusB|sp|P77239|CUSB_ECOLI,99.741,386,1,0,9383,10540,407,22,0,782,100
45475,ECOR70,NODE_39,BAC0110|cusF/cusX|sp|P77214|CUSF_ECOLI,99.091,110,1,0,10622,10951,110,1,5.32E-69,224,99.09
45134,ECOR70,NODE_39,BAC0109|cusC/ylcB|sp|P77211|CUSC_ECOLI,100,457,0,0,10987,12357,457,1,0,840,100
45123,ECOR70,NODE_39,BAC0112|cusS|sp|P77485|CUSS_ECOLI,97.704,479,11,0,13187,14623,1,479,0,851,98.33
23982,ECOR70,NODE_4,BAC0496|adeN|tr|B7H1T7|B7H1T7_ACIB3,34.667,75,45,2,26490,26714,76,6,0.000175,45.4,60
20133,ECOR70,NODE_4,BAC0087|mgtA|sp|P0ABB8|ATMA_ECOLI,100,898,0,0,30502,33195,898,1,0,1785,100
23974,ECOR70,NODE_4,BAC0496|adeN|tr|B7H1T7|B7H1T7_ACIB3,46,50,27,0,74196,74345,77,28,2.26E-06,50.8,64
20524,ECOR70,NODE_4,BAC0378|sugE|sp|P69937|SUGE_ECOLI,100,105,0,0,132448,132762,105,1,1.60E-46,162,100
20305,ECOR70,NODE_4,BAC0113|cutA|sp|P69488|CUTA_ECOLI,100,112,0,0,144270,144605,1,112,7.28E-59,198,100
20177,ECOR70,NODE_4,BAC0485|pmrC|tr|Q70FH1|Q70FH1_PECCC,58.736,538,222,0,174053,175666,7,544,0,660,76.58
20264,ECOR70,NODE_4,BAC0487|pmrA|sp|Q70FH0|PMRA_PECSS,59.729,221,89,0,175678,176340,1,221,1.26E-71,239,78.73
20213,ECOR70,NODE_4,BAC0488|pmrB|sp|Q70FG9|PMRB_PECSS,56.338,355,151,2,176380,177438,10,362,6.80E-115,369,71.27
20203,ECOR70,NODE_4,BAC0220|mdtN/yjcR|sp|P32716|MDTN_ECOLI,99.708,343,1,0,205081,206109,1,343,1.00E-177,549,100
20164,ECOR70,NODE_4,BAC0564|actP/yjcG|sp|P32705|ACTP_ECOLI,99.818,549,1,0,223724,225370,1,549,0,948,100
20246,ECOR70,NODE_4,BAC0370|soxR|sp|P0ACS2|SOXR_ECOLI,100,154,0,0,230695,231156,154,1,2.12E-98,313,100
20288,ECOR70,NODE_4,BAC0371|soxS|sp|P0A9E2|SOXS_ECOLI,100,107,0,0,231242,231562,1,107,1.23E-66,220,100
21381,ECOR70,NODE_4,BAC0316|pstB|sp|P0AAH0|PSTB_ECOLI,44.186,43,19,1,234760,234873,10,52,0.51,35,60.47
22409,ECOR70,NODE_4,BAC0440|yfeB|sp|Q56953|YFEB_YERPE,45.455,77,38,2,237199,237429,134,206,1.51E-08,58.5,64.94
20228,ECOR70,NODE_4,BAC0470|zur/yjbK|sp|P0AC51|ZUR_ECOLI,100,171,0,0,248662,249174,1,171,8.35E-112,352,100
20193,ECOR70,NODE_4,BAC0196|iclR|sp|P16528|ICLR_ECOLI,100,274,0,0,294301,295122,1,274,0,563,100
20254,ECOR70,NODE_4,BAC0447|yjaA|sp|P09162|YJAA_ECOLI,96.063,127,5,0,303704,304084,127,1,3.05E-76,248,96.85
39663,ECOR70,NODE_40,BAC0274|nikE|sp|P33594|NIKE_ECOLI,39.256,242,142,2,11390,12115,238,2,1.67E-47,168,60.74
4476,ECOR70,NODE_41,BAC0141|emeA|tr|Q8GR72|Q8GR72_ENTFL,40,45,27,0,5980,6114,80,36,0.002,39.3,66.67
44802,ECOR70,NODE_41,BAC0572|arsA|sp|P08690|ARSA1_ECOLX,32.558,43,26,1,15483,15602,75,117,3.6,28.9,62.79
7633,ECOR70,NODE_42,BAC0561|marR|sp|P27245|MARR_ECOLI,28.571,42,30,0,310,435,27,68,5.1,27.3,61.9
55493,ECOR70,NODE_45,BAC0349|sitA|tr|Q9XCS2|Q9XCS2_SALTI,75.758,297,71,1,411,1301,9,304,1.65E-156,483,87.88
55505,ECOR70,NODE_45,BAC0350|sitB|tr|Q9XCS1|Q9XCS1_SALTM,77.736,265,59,0,1307,2101,1,265,5.43E-137,425,85.28
55514,ECOR70,NODE_45,BAC0351|sitC|tr|Q9XCS0|Q9XCS0_SALTM,85.816,282,40,0,2128,2973,1,282,3.23E-132,412,92.2
55551,ECOR70,NODE_45,BAC0352|sitD|tr|Q9XCR9|Q9XCR9_SALTM,68.657,268,84,0,3000,3803,8,275,4.99E-100,319,86.19
67053,ECOR70,NODE_5,BAC0177|gadX|sp|P37639|GADX_ECOLI,39.175,194,118,0,6953,7534,54,247,4.40E-29,119,63.4
66972,ECOR70,NODE_5,BAC0154|evgA|sp|P0ACZ4|EVGA_ECOLI,31.841,201,134,2,7920,8522,2,199,7.34E-31,121,60.7
65661,ECOR70,NODE_5,BAC0196|iclR|sp|P16528|ICLR_ECOLI,42.424,264,149,2,38530,39312,271,8,4.58E-61,211,65.91
64977,ECOR70,NODE_5,BAC0166|fetB/ybbM|sp|P77307|YBBM_ECOLI,99.614,259,1,0,48389,49165,259,1,2.03E-159,492,100
6541,ECOR70,NODE_5,BAC0105|cueR/ybbI|sp|P0A9G4|CUER_ECOLI,100,135,0,0,51351,51755,135,1,5.93E-88,282,100
64421,ECOR70,NODE_5,BAC0725|copA|sp|Q59385|COPA_ECOLI,99.4,834,5,0,54369,56870,1,834,0,1582,99.64
65073,ECOR70,NODE_5,BAC0011|acrR/ybaH|sp|P0ACS9|ACRR_ECOLI,100,215,0,0,79242,79886,215,1,7.09E-144,446,100
64827,ECOR70,NODE_5,BAC0005|acrA|sp|P0AE06|ACRA_ECOLI,100,397,0,0,80028,81218,1,397,0,700,100
64408,ECOR70,NODE_5,BAC0006|acrB|sp|P31224|ACRB_ECOLI,100,1049,0,0,81244,84390,1,1049,0,2011,100
64702,ECOR70,NODE_5,BAC0354|smdB|tr|A7VN02|A7VN02_SERMA,79.932,588,118,0,93248,95011,588,1,0,878,89.8
64633,ECOR70,NODE_5,BAC0353|smdA|tr|A7VN01|A7VN01_SERMA,78.912,588,124,0,95013,96776,588,1,0,910,88.1
65534,ECOR70,NODE_5,BAC0490|G2alt|tr|B0FSM1|B0FSM1_9BACI,56.621,219,91,2,100094,100750,1,215,6.38E-77,254,71.23
69233,ECOR70,NODE_5,BAC0355|ruvB|sp|Q51426|RUVB_PSEAE,39.583,48,21,2,177976,178095,77,30,5.3,32,60.42
68014,ECOR70,NODE_5,BAC0475|dmeR|tr|Q1MJL3|Q1MJL3_RHIL3,38.462,91,55,1,183106,183378,1,90,4.91E-14,69.3,65.93
67611,ECOR70,NODE_5,BAC0375|srpR|sp|Q9R9T9|SRPR_PSEPU,43.137,51,29,0,232211,232363,13,63,0.000298,44.3,66.67
67184,ECOR70,NODE_5,BAC0371|soxS|sp|P0A9E2|SOXS_ECOLI,46.226,106,57,0,244381,244698,1,106,7.82E-27,106,71.7
8861,ECOR70,NODE_51,BAC0163|fecD|sp|P15029|FECD_ECOLI,99.686,318,1,0,6144,7097,1,318,1.43E-147,457,99.69
8857,ECOR70,NODE_51,BAC0164|fecE|sp|P15031|FECE_ECOLI,100,255,0,0,7101,7865,1,255,1.85E-161,494,100
60541,ECOR70,NODE_52,BAC0595|arsH|tr|P74312|P74312_SYNY3,69.231,195,59,1,4639,5223,7,200,8.61E-87,277,79.49
60561,ECOR70,NODE_52,BAC0579|arsB|sp|P74311|Y944_SYNY3,44.22,346,182,3,5864,6868,19,364,6.53E-67,227,65.32
41448,ECOR70,NODE_6,BAC0644|corD|sp|Q56017|APAG_SALTY,94.4,125,7,0,37890,38264,125,1,6.58E-66,218,97.6
41403,ECOR70,NODE_6,BAC0296|ostA/lptD|sp|P31554|LPTD_ECOLI,99.872,784,1,0,41416,43767,784,1,0,1628,100
42892,ECOR70,NODE_6,BAC0714|arsT|tr|B7FB00|B7FB00_9MICO,35.714,42,27,0,112992,113117,5,46,0.79,33.9,61.9
41414,ECOR70,NODE_6,BAC0103|cueO|sp|P36649|CUEO_ECOLI,99.612,516,2,0,122108,123655,1,516,0,957,99.81
41457,ECOR70,NODE_6,BAC0164|fecE|sp|P15031|FECE_ECOLI,42.52,254,145,1,154827,155588,2,254,1.81E-60,208,61.02
41432,ECOR70,NODE_6,BAC0116|cutF/nlpE|sp|P40710|NLPE_ECOLI,98.729,236,3,0,199308,200015,1,236,1.11E-157,486,99.15
67510,ECOR70,NODE_60,BAC0013|adeE|tr|Q8GKU1|Q8GKU1_ACIG3,45,40,20,2,2673,2786,146,107,5.1,26.6,62.5
30505,ECOR70,NODE_7,BAC0714|arsT|tr|B7FB00|B7FB00_9MICO,46.417,321,158,8,16031,16981,312,2,7.55E-66,226,64.8
30652,ECOR70,NODE_7,BAC0433|ybtQ|tr|Q9Z375|Q9Z375_YERPE,47.718,241,125,1,52690,53412,343,582,4.13E-46,177,68.46
30481,ECOR70,NODE_7,BAC0290|opmD/nmpC|sp|P37592|OMPD_SALTY,61.957,368,127,6,70946,72028,362,1,9.20E-131,414,71.2
31831,ECOR70,NODE_7,BAC0600|modC|tr|Q72FN3|Q72FN3_DESVH,38.71,62,32,2,95574,95741,113,174,0.013,39.3,61.29
31783,ECOR70,NODE_7,BAC0316|pstB|sp|P0AAH0|PSTB_ECOLI,39.344,61,35,1,96495,96671,153,213,0.33,34.7,62.3
33093,ECOR70,NODE_7,BAC0421|vceR|tr|Q9KS52|Q9KS52_VIBCH,42.857,42,24,0,158547,158672,18,59,0.004,40.4,64.29
72382,ECOR70,NODE_8,BAC0294|oqxA|tr|Q69HW3|Q69HW3_ECOLX,33.333,42,28,0,3589,3714,104,63,1.1,33.5,66.67
71161,ECOR70,NODE_8,BAC0356|recG|tr|Q9HTL3|Q9HTL3_PSEAE,60,690,270,5,61688,63748,4,690,0,709,73.77
72443,ECOR70,NODE_8,BAC0053|bmr|sp|P33449|BMR1_BACSU,29.091,55,35,1,74830,74994,32,82,6,31.2,61.82
71184,ECOR70,NODE_8,BAC0149|emrD|sp|P31442|EMRD_ECOLI,100,394,0,0,91207,92388,1,394,0,571,100
